"Panel","PanelLabel","Taxon","Covariate","n","slope","std_error","statistic","p","r_squared","q","CovariateLabel","Significant"
"a","Arctic Ocean","Cryomorphaceae (family)","NO3",28,-0.0174220797402328,0.00340692836651453,-5.11372059109552,2.48989547145141e-05,0.50143948116664,0.000118270034893942,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","NS5 (genus)","NO3",28,-0.0108344311357339,0.0034190776509066,-3.16881692723798,0.00389181829827366,0.278607393669845,0.00798799895764762,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","OM182 (family)","NO3",28,-0.00375683783204737,0.00276071525181674,-1.36082047200453,0.185250565873117,0.0664887082935299,0.234650716772614,"Nitrate (µmol l-1)",FALSE
"a","Arctic Ocean","Polaribacter (genus)","NO3",28,-0.00846546230600839,0.00275008650364306,-3.07825310032762,0.00486310331378062,0.267102766165516,0.00839990572380289,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","Marinimicrobia (phylum)","NO3",28,0.0146901364567253,0.00333036282284647,4.41097178840399,0.000159078155582764,0.428026760682077,0.000604496991214503,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","SAR92 (genus)","NO3",28,-0.00791851102465692,0.00252380687637443,-3.13752652739906,0.00420420997770927,0.274635998809085,0.00798799895764762,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","AEGEAN-169 (genus)","NO3",28,0.00303405821370561,0.00274419271046278,1.10562869806397,0.279013391725545,0.0449047164315171,0.331328402674085,"Nitrate (µmol l-1)",FALSE
"a","Arctic Ocean","Piscirickettsiaceae (family)","NO3",28,-0.00890334254509702,0.00326507100497474,-2.72684500016437,0.0112981657583789,0.222387666173141,0.0165127038007076,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","Marine (family)","NO3",28,0.0164711628561566,0.00210135092021437,7.83836849795474,2.58808879767206e-08,0.702653318366529,4.91736871557691e-07,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","Marinoscillum (genus)","NO3",28,-0.0073000466972329,0.00264279023205272,-2.76224976492469,0.0103960326001312,0.22688130753073,0.0164603849502077,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","NS7 (family)","NO3",28,-0.003876857837097,0.00430810809290803,-0.899897995474868,0.376434270212583,0.0302059659830952,0.420720654943475,"Nitrate (µmol l-1)",FALSE
"a","Arctic Ocean","SAR86 (family)","NO3",28,0.010851676208259,0.00187635821643861,5.78337127377299,4.3124691593254e-06,0.562638444941591,2.73123046757275e-05,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","Formosa (genus)","NO3",28,-0.0117783367569665,0.0019921392707287,-5.9124062910813,3.08682749754284e-06,0.57346666127368,2.73123046757275e-05,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","NS11-12 (family)","NO3",28,-0.00781351741926942,0.00232749141218926,-3.35705531644474,0.00243423332322142,0.302384617833428,0.00660720473445815,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","Flavobacteriaceae (family)","NO3",28,-0.00664596195874002,0.00205609662220971,-3.23231986617319,0.00332497735947419,0.28665284122074,0.00789682122875119,"Nitrate (µmol l-1)",TRUE
"a","Arctic Ocean","Phaeocystis (family)","NO3",28,-0.000880112090729559,0.00361794332170044,-0.243263095209547,0.809710650703247,0.00227086732792681,0.809710650703247,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","SAR11 (order)","Depth.nominal",24,1.91409361089591e-05,4.13230957268569e-05,0.463201891636569,0.647769251020339,0.00965835160013757,0.68375643163258,"Depth (m)",FALSE
"b","North Atlantic Ocean","Marinimicrobia (phylum)","Depth.nominal",24,0.000123102258262188,3.4662628767158e-05,3.5514403448484,0.00178883800773396,0.364395673534655,0.00283232684557877,"Depth (m)",TRUE
"b","North Atlantic Ocean","Marine (family)","Depth.nominal",24,-4.89623238351035e-05,4.9683766430924e-05,-0.985479309487869,0.335103603298693,0.0422777547621672,0.431406275665952,"Depth (m)",FALSE
"b","North Atlantic Ocean","SAR86 (family)","Depth.nominal",24,-0.00021895351453265,5.85253584971719e-05,-3.74117340166708,0.00113148904649657,0.388827405288171,0.00195439017122135,"Depth (m)",TRUE
"b","North Atlantic Ocean","Marine (class)","Depth.nominal",24,0.000401825646107536,6.34247031172837e-05,6.3354753961479,2.24361492307281e-06,0.645950754442313,1.06571708845958e-05,"Depth (m)",TRUE
"b","North Atlantic Ocean","Chloroplast (class)","Depth.nominal",24,-0.000389452654530067,7.78868897491361e-05,-5.00023374645521,5.26543106936752e-05,0.531938172414976,0.000142918843311404,"Depth (m)",TRUE
"b","North Atlantic Ocean","AEGEAN-169 (genus)","Depth.nominal",24,1.46706499588555e-05,2.33300393696328e-05,0.628830913073866,0.535934942553571,0.0176566534756988,0.598986112265756,"Depth (m)",FALSE
"b","North Atlantic Ocean","Prochlorococcus (genus)","Depth.nominal",24,-0.000270093960332923,7.07308525669205e-05,-3.81861592969461,0.000937742174915579,0.398608505036425,0.00195439017122135,"Depth (m)",TRUE
"b","North Atlantic Ocean","SAR202 (class)","Depth.nominal",24,0.00024499421654037,4.83023717750079e-05,5.07209496215944,4.42523962504738e-05,0.539036749408432,0.0001401325881265,"Depth (m)",TRUE
"b","North Atlantic Ocean","SAR324 (order)","Depth.nominal",24,0.000253313342288234,3.97314108591729e-05,6.37564427767484,2.04644220061917e-06,0.648836275090727,1.06571708845958e-05,"Depth (m)",TRUE
"b","North Atlantic Ocean","NS5 (genus)","Depth.nominal",24,-0.000189901670493812,3.67272563746218e-05,-5.17059234038055,3.48899765246211e-05,0.548579282926286,0.00013258191079356,"Depth (m)",TRUE
"b","North Atlantic Ocean","Syndiniales (genus)","Depth.nominal",24,7.50247079896039e-06,3.86996508791067e-05,0.193864043435359,0.848061188813424,0.00170541691805249,0.848061188813424,"Depth (m)",FALSE
"b","North Atlantic Ocean","NS9 (family)","Depth.nominal",24,-0.000101303119581186,2.70406719479058e-05,-3.74632404758092,0.00111745826992642,0.389481496636071,0.00195439017122135,"Depth (m)",TRUE
"b","North Atlantic Ocean","NS4 (genus)","Depth.nominal",24,-0.000252022696562211,2.89399137150863e-05,-8.70848127065535,1.40306296825583e-08,0.775137680737936,2.66581963968608e-07,"Depth (m)",TRUE
"b","North Atlantic Ocean","ZD0417 (genus)","Depth.nominal",24,-4.01690362802666e-05,4.12359690506602e-05,-0.974126162305467,0.340583901841541,0.0413492968942588,0.431406275665952,"Depth (m)",FALSE
"b","North Atlantic Ocean","Rhodospirillaceae (family)","Depth.nominal",24,-9.63242452308159e-06,1.23845331256832e-05,-0.777778574721217,0.444983891800543,0.0267613859790731,0.528418371513145,"Depth (m)",FALSE
"b","North Atlantic Ocean","OM1 (family)","Depth.nominal",24,-0.000203511898079887,2.97728425840197e-05,-6.83548765978833,7.2422749227358e-07,0.679878430852299,6.88016117659901e-06,"Depth (m)",TRUE
"b","North Atlantic Ocean","Gammaproteobacteria (order)","Depth.nominal",24,-0.000154462791198278,3.22125606754775e-05,-4.79511060155692,8.66272214388192e-05,0.511035981041631,0.000205739650917196,"Depth (m)",TRUE
"b","North Atlantic Ocean","Marinoscillum (genus)","Depth.nominal",24,-6.13257359243668e-05,3.47824505904448e-05,-1.76312292214436,0.0917665820550712,0.123806271025785,0.134120389157412,"Depth (m)",FALSE
"b","North Atlantic Ocean","SAR11 (order)","Temperature",24,0.00419228716446745,0.00202619053545946,2.06904883380911,0.0504903708316982,0.16289216891311,0.119914630725283,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","Marinimicrobia (phylum)","Temperature",24,-0.00267803883103696,0.00224737416439066,-1.19163015819534,0.24610324194779,0.0606312339442232,0.333997256929144,"Temperature (°C)",FALSE
