"method","MethodLabel","Taxon","df_layer","df_residual","statistic","p_value","mean_SRF","mean_DCM","mean_MES","padj","significant","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"AHC","AHC","AACY020125842.55.1493",2,170,15.5326491907265,6.37533319934297e-07,0.067061292156435,0.0718313739552519,0.0105050157483027,1.84114885707341e-06,TRUE,22223,123,0.710982658959538,0.00504691485081046,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AHC","AHC","AACY020147130.655.2083",2,170,26.5915755631231,8.9523877379787e-11,0.00506327951256806,0.0191761270930896,-0.00633219130704166,4.12181010956887e-10,TRUE,1608,81,0.468208092485549,0.000363842998977858,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AHC","AHC","AACY020159143.753.2263",2,170,18.5288366162377,5.25285384768109e-08,0.00438187526758061,0.000465488115433739,-0.00718496184349978,1.77788899459975e-07,TRUE,412,78,0.450867052023121,0.000105860883399373,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","MWH-UniP1"
"AHC","AHC","AACY020187844.576.1995",2,170,9.29796292002305,0.000147201506464919,0.0186276451438563,0.0125328105008653,-0.0043293547885052,0.000298499054848862,TRUE,2818,92,0.531791907514451,0.000725930911260009,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AHC","AHC","AACY020207233.1273.2814",2,170,21.7689352048912,3.82640734938692e-09,0.0653321575813736,0.0653823292587163,0.00104061389696315,1.47247226712381e-08,TRUE,16359,118,0.682080924855491,0.00431467301953575,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AHC","AHC","AACY020239062.128.1636",2,170,2.82096321629248,0.0623393135628418,0.00245766541781872,0.0051637238890925,-0.00698181791682765,0.0798984771797455,FALSE,1289,34,0.196531791907514,0.000412974555980824,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"AHC","AHC","AACY020259437.2024.3522",2,170,5.80485927077149,0.00364196746845009,0.017823329308119,0.0138539562661116,-0.0032997673907434,0.00584318413238776,TRUE,2615,77,0.445086705202312,0.000818479389563665,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"AHC","AHC","AACY020273010.4139.5621",2,170,22.5414455572153,2.0732885232884e-09,0.0169900268268833,0.0414414612018314,0.000483926195783179,8.29315409315358e-09,TRUE,5562,108,0.624277456647399,0.00121740529897786,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AHC","AHC","AACY020276549.377.1886",2,170,25.15545446444,2.69214301401099e-10,0.0135561327657489,0.0408318416036715,0.000687106279527414,1.18119990755854e-09,TRUE,5231,112,0.647398843930636,0.00110902875910389,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AHC","AHC","AACY020281370.38.1481",2,170,5.22460722876245,0.00628034749194389,0.018883425362039,0.0353638746579073,0.00951380123354448,0.00969276661231844,TRUE,6208,110,0.635838150289017,0.0015706116232374,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AHC","AHC","AACY020283857.132.1585",2,170,148.400756279574,5.15129801819112e-38,-0.00296438187827648,0.00253902929856294,0.0248617131691857,4.62031806862373e-36,TRUE,1029,92,0.531791907514451,0.000226200712944694,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AHC","AHC","AACY020288370.770.2267",2,170,18.592109539289,4.98702026744712e-08,0.00362703225274984,0.0367911459139149,-0.00209640903255214,1.69529610257823e-07,TRUE,4641,77,0.445086705202312,0.00115185712312428,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"AHC","AHC","AACY020302266.213.1678",2,170,0.103911037360596,0.901362677743382,0.00160827867598489,0.00277129609439645,0.00206134479463708,0.909947084198081,FALSE,796,72,0.416184971098266,0.00018827673314075,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Tistlia"
"AHC","AHC","AACY020311045.179.1696",2,170,7.88915866228315,0.000529152917646662,-0.00244955270477385,-0.00580196390287436,-0.00808756120777483,0.000978964382349874,TRUE,143,18,0.104046242774566,4.32875530677339e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"AHC","AHC","AACY020324837.147.1652",2,170,16.7738150161424,2.24669467988721e-07,0.0187983871630422,0.00552927431746691,-0.00512517467075186,6.97642076364444e-07,TRUE,1951,96,0.554913294797688,0.000518244705507031,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"AHC","AHC","AACY020371335.89.1595",2,170,7.15944456754434,0.00103447869347439,0.0230634364751365,0.0213158258099791,-0.0033743547034521,0.00181408512941993,TRUE,4823,85,0.491329479768786,0.00130757199044772,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"AHC","AHC","AACY020393406.361.1862",2,170,6.10861515266516,0.00274192659664605,0.0178118980365351,0.00415966967087365,-0.00712840561984569,0.00448713882342357,TRUE,4591,75,0.433526011560694,0.00103096985841973,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020398456.2130.3630",2,170,15.5990118643264,6.02757914141621e-07,0.0259686680588801,0.0107497604027568,-0.00600182934981363,1.74992324379489e-06,TRUE,3516,87,0.502890173410405,0.000916530211856977,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020403290.735.2190",2,170,15.1881248384416,8.5354728342462e-07,0.00441358070769726,0.0148285840310425,0.0136861575516873,2.40540454978394e-06,TRUE,1386,131,0.757225433526012,0.000297517992774681,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AHC","AHC","AACY020430088.197.1720",2,170,15.6541580300689,5.75323955524067e-07,0.00161132972590375,0.0189076933061182,0.0192615685310276,1.67706933035266e-06,TRUE,2807,98,0.566473988439306,0.000546134618329199,"Bacteria","Proteobacteria","AEGEAN-245","marine",NA,NA
"AHC","AHC","AACY020443294.193.1674",2,170,17.1320626402723,1.66659447170391e-07,0.0119760717214982,0.0201731829032687,-0.00114401162010734,5.27340340300342e-07,TRUE,1853,114,0.658959537572254,0.000449643447411567,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AHC","AHC","AACY020454769.289.1798",2,170,6.309850800321,0.00227305460197869,0.00208810436123345,0.00251021618625423,-0.00742102272650796,0.0037741283957382,TRUE,622,56,0.323699421965318,0.000171619063374335,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AHC","AHC","AACY020458202.2977.4452",2,170,4.33366100221416,0.0145989776180664,0.0448296602626323,0.0235474037713881,0.00872834211074557,0.0211853240854579,TRUE,10589,97,0.560693641618497,0.0031783728750541,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AHC","AHC","AACY020458788.943.2444",2,170,2.303155967366,0.103053675501667,0.020314935853857,0.0203213820182563,0.00284853383902265,0.127221371768071,FALSE,4709,58,0.335260115606936,0.0013819710007423,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS2b"
"AHC","AHC","AACY020481938.3418.4929",2,170,19.5564179821476,2.2688171916969e-08,0.061855892172292,0.0339554691074998,-0.00293451700120385,8.0408536337951e-08,TRUE,12869,99,0.572254335260116,0.00342418849665111,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020487638.121.1594",2,170,8.54861417653591,0.000290023528927266,0.0251765106662919,0.0185083770697648,-0.00387818561069369,0.000559648216349511,TRUE,4064,89,0.514450867052023,0.00122089046836209,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AHC","AHC","AACY020490277.719.2228",2,170,22.0998563627801,2.94139380672551e-09,0.0313464159848661,0.0212549808716192,-0.00512507485358071,1.15379820980385e-08,TRUE,4148,106,0.61271676300578,0.00106929443551527,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AHC","AHC","AACY020495408.613.2120",2,170,25.6378726971795,1.85688181650769e-10,0.0271121199005245,0.0160945459101071,-0.00405711845507007,8.31141726697877e-10,TRUE,3220,103,0.595375722543353,0.000770740984160038,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"AHC","AHC","AACY020518560.687.2227",2,170,14.2347486924403,1.92392385163016e-06,0.0158524732935025,0.0309361654515109,0.000371727089794404,5.1510797037905e-06,TRUE,3940,128,0.739884393063584,0.000905712341913818,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AHC","AHC","AACY020544257.531.2038",2,170,9.36788059303476,0.000138213852190744,0.0157446912649486,0.0065228939538195,-0.00423811632751803,0.000281251922608041,TRUE,2157,86,0.497109826589595,0.000530442353351335,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola"
"AHC","AHC","AACY020545456.443.1983",2,170,17.0547742080949,1.77736228242108e-07,0.0339974578098056,0.0359052180380735,0.00426138984079423,5.60488011170516e-07,TRUE,5327,136,0.786127167630058,0.00138785077013044,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AHC","AHC","AACY020548802.136.1646",2,170,3.35879355788438,0.0371003156368066,0.00830311653706662,0.00424990688546527,-0.00791535177777963,0.0496658645608686,TRUE,3043,39,0.225433526011561,0.000691277898484761,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AHC","AHC","AACY020549891.3846.5359",2,170,8.4821039309988,0.000308097405748195,0.0571323316062479,0.0153160097507142,-0.00473365479075505,0.000592075113477372,TRUE,23548,83,0.479768786127168,0.00536334383858228,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020551516.3485.4953",2,170,4.26399763383704,0.0155998498627191,0.0230740955647597,0.0129825137685289,0.000859318234630633,0.0225047014412996,TRUE,3553,79,0.456647398843931,0.00114667292890161,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AHC","AHC","AACY020552977.734.2233",2,170,17.3690381063579,1.36859758923779e-07,0.0555087179139203,0.0441274587048102,0.00446342749097675,4.38402414574522e-07,TRUE,12464,126,0.728323699421965,0.00294828543722664,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"AHC","AHC","AACY020553637.768.2309",2,170,19.9868456059013,1.6000857868001e-08,0.0207343992379888,0.0130540551078006,-0.00516678908043594,5.78063525146062e-08,TRUE,2384,96,0.554913294797688,0.000591183271002237,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AHC","AHC","AACY020553861.2031.3562",2,170,9.78967011319057,9.46068710823371e-05,0.0199317446299148,0.00235496619420813,-0.00550496073977125,0.000196458791953704,TRUE,3291,61,0.352601156069364,0.000860758442260007,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020555764.489.1966",2,170,22.662304357503,1.88450219698772e-09,0.0448540341246594,0.0360249625340291,-0.000899307710955122,7.59008484175365e-09,TRUE,7838,129,0.745664739884393,0.00192798906691382,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"AHC","AHC","AACY020555882.2572.4023",2,170,13.7754772252641,2.85385611660821e-06,0.042062508634372,0.0250032902052435,4.96032152801677e-05,7.43181738015673e-06,TRUE,7331,119,0.687861271676301,0.00195339931900321,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AHC","AHC","AACY020556376.977.2486",2,170,14.4904856173623,1.54588391317807e-06,0.0130948035269191,0.00621822894568286,-0.00702838160591646,4.2114500999197e-06,TRUE,1486,85,0.491329479768786,0.000372137236277174,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AHC","AHC","AACY020562322.3851.5364",2,170,19.1866077298404,3.06617805306819e-08,0.0237553822470336,0.00947972966921804,-0.0052134861728329,1.07523717590301e-07,TRUE,2479,91,0.526011560693642,0.000701017428163204,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020563509.792.2305",2,170,14.3317140690291,1.77065789008037e-06,0.0438025248195255,0.0265437410661167,-0.00112876031861979,4.77085407240604e-06,TRUE,9559,100,0.578034682080925,0.00212208763355427,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AHC","AHC","AACY020564058.27.1569",2,170,18.6418345683083,4.78768841760611e-08,0.00596784675735929,0.0406307222691028,0.0263722895827645,1.63110144482943e-07,TRUE,6652,108,0.624277456647399,0.00136020604364405,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AHC","AHC","AACY023372270.147.1550",2,170,4.71700478971535,0.0101450352260134,-0.002783589294901,-0.00113010744387502,0.00106918333939754,0.0151703893216179,TRUE,240,80,0.46242774566474,5.27532055150736e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichales",NA
"AHC","AHC","AACY023524552.82.1556",2,170,24.3266281327801,5.11567113602521e-10,0.0247582116350131,0.00744671132045177,-0.00594406973575637,2.1829359724082e-09,TRUE,2535,84,0.485549132947977,0.000665899145516742,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"AHC","AHC","AACY023843224.1.1440",2,170,1.42293539413411,0.243861118145671,-0.00257298378362202,-0.00447603803309663,-0.00309369627636074,0.27808514792944,FALSE,151,54,0.312138728323699,3.66161520591142e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria",NA,NA
"AHC","AHC","AACY023859826.38.1493",2,170,43.3817638327382,5.99549359363313e-16,0.0447299256584604,0.0383954139512564,-0.000223268017368572,4.27568533955733e-15,TRUE,5828,144,0.832369942196532,0.00157762677474695,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AHC","AHC","AACY023937770.20.1486",2,170,9.08314434023699,0.000178691416092121,-0.00106469787710535,-0.00332343452191394,-0.00732212261765569,0.000355704978512015,TRUE,205,50,0.289017341040462,4.92251181453271e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"AHC","AHC","AACY023938218.20.1535",2,170,18.7432946991871,4.40560545957318e-08,0.0383695880546109,0.0624534502140577,0.00446803695860802,1.51197526589031e-07,TRUE,12871,121,0.699421965317919,0.00285791501804094,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"AHC","AHC","AACY023938893.20.1523",2,170,17.2873458500962,1.4646921771124e-07,0.0174347998266741,0.00703042857081458,-0.00411516234452426,4.67578666259565e-07,TRUE,1792,97,0.560693641618497,0.00045077777888471,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"AHC","AHC","AACY024102418.157.1623",2,170,12.7546591076092,6.9011920303473e-06,0.124002689349362,0.103326286458477,0.0516787018628735,1.71390626355377e-05,TRUE,47263,147,0.84971098265896,0.011203304683859,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AHC","AHC","AAMQ01000012.1.1850",2,170,0.539736416330365,0.583897388564121,0.00661536999897876,0.00554717635183143,0.00358696916895999,0.613079113071378,FALSE,891,101,0.583815028901734,0.00023934305546514,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis"
"AHC","AHC","AANC01000011.208.1734",2,170,39.1580244204862,1.02979607802454e-14,-0.000185165841992316,0.00708387111892901,0.0586467131624662,6.93069106480007e-14,TRUE,7222,95,0.549132947976879,0.00149235630554218,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella"
"AHC","AHC","AB013012.1.1791",2,170,0.0882906886326134,0.915536665495815,-0.00438817225629939,-0.00397699471388312,-0.00364901093584392,0.923456532844395,FALSE,360,35,0.202312138728324,6.3953466438825e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"AHC","AHC","AB013015.1.1692",2,170,5.21057846708529,0.00636390856195437,-0.00577959410155357,-0.00419114843444552,-0.00763353402247318,0.00981523463391374,TRUE,71,19,0.109826589595376,1.68449600003648e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"AHC","AHC","AB015263.1.1483",2,170,2.37648452477189,0.0959556276808223,-0.00390725922707094,-0.00200079661551163,0.000308971985962253,0.118678612437909,FALSE,248,52,0.300578034682081,6.80963910816077e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"AHC","AHC","AB017127.1.1753",2,170,2.84356863175103,0.0609903581526586,-0.00424318786654445,-0.00519444543680366,-0.00763523837556367,0.0782340567722771,FALSE,91,20,0.115606936416185,2.68143780601165e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Pyramimonadales"
"AHC","AHC","AB021704.1.1333",2,170,11.2268515917172,2.63284433031693e-05,4.29272709238414e-05,-0.00221406294894083,-0.00719799874702823,6.00175266695901e-05,TRUE,212,54,0.312138728323699,5.66317585096814e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"AHC","AHC","AB053131.1.1534",2,170,2.97624728607512,0.0536471802384725,-0.00473275466981569,-0.00192226001622965,-0.00234465305821753,0.069599568465156,FALSE,197,44,0.254335260115607,4.55836741596224e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"AHC","AHC","AB058905.1.1486",2,170,4.48924697034398,0.0125917510357517,-0.00458583352056372,-0.00274998471659905,-0.00690636035864179,0.0184447006377971,TRUE,99,33,0.190751445086705,2.86867600535032e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"AHC","AHC","AB086228.1.1536",2,170,12.2627152998096,1.05965761486104e-05,-0.000430108915564192,-0.00599899016516508,-0.00733711854233657,2.55942160316514e-05,TRUE,295,33,0.190751445086705,5.59527403185062e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus"
"AHC","AHC","AB088298.1.1804",2,170,0.997463435100895,0.370961767984645,-0.00467039792554216,-0.00520625352437815,-0.00665644866048584,0.407002043255795,FALSE,97,18,0.104046242774566,2.61231874539256e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae"
"AHC","AHC","AB112465.1.1450",2,170,10.9527535591058,3.35525936848887e-05,-0.00535615342068193,-0.00458607176994402,0.0022237788451207,7.48752616968044e-05,TRUE,288,37,0.213872832369942,6.62574005268304e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"AHC","AHC","AB125367.1.1472",2,170,5.00542673079875,0.00772270747187179,-0.00454882829920991,-0.00224047764295567,0.000809226427180437,0.0117554528879928,TRUE,306,50,0.289017341040462,6.85862627755159e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"AHC","AHC","AB178580.1.1791",2,170,5.91618624476498,0.00328175281692974,-0.00400080885672137,-0.00420094102550692,-0.0071513317312801,0.00529622669140495,TRUE,78,37,0.213872832369942,1.98984163108179e-05,"Eukaryota","SAR","Rhizaria","Retaria","Acantharia","Symphyacanthida"
"AHC","AHC","AB183265.1.1724",2,170,12.6592949397691,7.49814786617432e-06,-0.00356068311365326,-0.00545002355517123,-0.00789675152844462,1.85426095693728e-05,TRUE,67,33,0.190751445086705,1.61966507437775e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesium","Prymnesium"
"AHC","AHC","AB183628.1.1747",2,170,6.73255901012225,0.00153500723200585,-0.0029576016295589,-0.005154325523285,-0.00771824116179887,0.0026214843390975,TRUE,81,30,0.173410404624277,2.40132698791588e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales"
"AHC","AHC","AB189345.1.1469",2,170,14.8644552570513,1.12377408063546e-06,-0.00654559341171572,-0.00551509100260015,-0.000297935411035341,3.12912376840824e-06,TRUE,119,26,0.15028901734104,2.91521036998503e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AHC","AHC","AB193901.1.1435",2,170,106.42447719868,1.0735536787795e-30,0.000331247062294146,0.0163515171718085,0.0704169287524311,2.58095585455029e-29,TRUE,6742,95,0.549132947976879,0.00140010808870347,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"AHC","AHC","AB193903.1.1434",2,170,48.2251455163254,2.57502474812753e-17,-0.00180009077108741,0.0071613544499996,0.0156013742236497,2.00499422792434e-16,TRUE,882,101,0.583815028901734,0.000186877594073049,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AHC","AHC","AB193918.1.1524",2,170,44.0420402040377,3.8766350491922e-16,-0.00667705129044423,-0.00196976467915465,0.0359393264250743,2.79885849372019e-15,TRUE,2903,34,0.196531791907514,0.000606142567902636,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AHC","AHC","AB193954.1.1469",2,170,24.3775950646292,4.91696623783272e-10,0.00148836322616829,-0.00395791309773258,-0.00760342705653695,2.10585220691017e-09,TRUE,210,58,0.335260115606936,5.6584304302713e-05,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurovum"
"AHC","AHC","AB193958.1.1441",2,170,141.11263299339,7.63832921679521e-37,-0.00628304122420788,-0.00502896081226244,0.0623755956602888,5.01762922072293e-35,TRUE,5097,40,0.23121387283237,0.00105168166983754,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AHC","AHC","AB193975.1.1441",2,170,166.30104150373,9.64038021308504e-41,-0.00503080833530075,-0.00147018884359663,0.0678270681303989,1.15289059779048e-38,TRUE,5473,57,0.329479768786127,0.00114870889310236,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AHC","AHC","AB193977.1.1470",2,170,117.510475272162,8.96544371452581e-33,-0.00641466300454346,-0.00609566759398885,0.0170114728326836,2.9867735346106e-31,TRUE,688,38,0.219653179190751,0.000140600083919215,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AHC","AHC","AB193994.1.1472",2,170,45.311988616961,1.68630852447631e-16,-0.00608433463962185,-0.00449247615501055,0.0107961156047653,1.2503883876244e-15,TRUE,574,41,0.236994219653179,0.000113794887080566,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AHC","AHC","AB193999.1.1440",2,170,51.7450099356729,2.8062882615096e-18,-0.0043027994352362,-0.00317790977502819,0.0165160397210915,2.30431838938042e-17,TRUE,874,59,0.341040462427746,0.000174588782414224,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AHC","AHC","AB194000.1.1442",2,170,194.569451348235,1.1193940198404e-44,-0.00667705129044423,-0.00652310997191204,0.0299687896491819,2.9004742825198e-42,TRUE,1282,38,0.219653179190751,0.00028026042300027,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AHC","AHC","AB199884.1.1222",2,170,30.1507286589144,6.20783258087729e-12,0.00596198226651546,-0.00018122626109157,-0.00762673178824818,3.27526370556693e-11,TRUE,408,85,0.491329479768786,0.000104786753905563,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"AHC","AHC","AB199885.1.1217",2,170,27.5080953203094,4.46671277346151e-11,0.00651512164530512,-0.00127256083621521,-0.00674301012780491,2.12146113802693e-10,TRUE,457,82,0.473988439306358,0.000116271430561594,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
